kappa,condition,epsilon,sigma,agent_id,episode_idx,outcome,rescued
1.0,jitter_only,0.0,0.4,28,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,29,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,29,1,TIMEOUT,0
1.0,jitter_only,0.0,0.4,29,2,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,29,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,29,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,30,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,30,1,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,30,2,TIMEOUT,0
1.0,jitter_only,0.0,0.4,30,3,PARTNER_DEAD,0
1.0,jitter_only,0.0,0.4,30,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,31,0,TIMEOUT,0
1.0,jitter_only,0.0,0.4,31,1,TIMEOUT,0
1.0,jitter_only,0.0,0.4,31,2,TIMEOUT,0
1.0,jitter_only,0.0,0.4,31,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,31,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,32,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,32,1,TIMEOUT,0
1.0,jitter_only,0.0,0.4,32,2,TIMEOUT,0
1.0,jitter_only,0.0,0.4,32,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,32,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,33,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,33,1,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,33,2,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,33,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,33,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,34,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,34,1,TIMEOUT,0
1.0,jitter_only,0.0,0.4,34,2,TIMEOUT,0
1.0,jitter_only,0.0,0.4,34,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,34,4,TIMEOUT,0
1.0,jitter_only,0.0,0.4,35,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,35,1,TIMEOUT,0
1.0,jitter_only,0.0,0.4,35,2,TIMEOUT,0
1.0,jitter_only,0.0,0.4,35,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,35,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,36,0,TIMEOUT,0
1.0,jitter_only,0.0,0.4,36,1,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,36,2,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,36,3,TIMEOUT,0
1.0,jitter_only,0.0,0.4,36,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,37,0,TIMEOUT,0
1.0,jitter_only,0.0,0.4,37,1,TIMEOUT,0
1.0,jitter_only,0.0,0.4,37,2,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,37,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,37,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,38,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,38,1,TIMEOUT,0
1.0,jitter_only,0.0,0.4,38,2,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,38,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,38,4,TIMEOUT,0
1.0,jitter_only,0.0,0.4,39,0,TIMEOUT,0
1.0,jitter_only,0.0,0.4,39,1,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,39,2,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,39,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,39,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,40,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,40,1,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,40,2,TIMEOUT,0
1.0,jitter_only,0.0,0.4,40,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,40,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,41,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,41,1,RESOURCE_TAKEN,0
1.0,jitter_only,0.0,0.4,41,2,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,41,3,TIMEOUT,0
1.0,jitter_only,0.0,0.4,41,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,42,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,42,1,TIMEOUT,0
1.0,jitter_only,0.0,0.4,42,2,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,42,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,42,4,TIMEOUT,0
1.0,jitter_only,0.0,0.4,43,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,43,1,TIMEOUT,0
1.0,jitter_only,0.0,0.4,43,2,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,43,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,43,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,44,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,44,1,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,44,2,TIMEOUT,0
1.0,jitter_only,0.0,0.4,44,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,44,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,45,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,45,1,TIMEOUT,0
1.0,jitter_only,0.0,0.4,45,2,TIMEOUT,0
1.0,jitter_only,0.0,0.4,45,3,TIMEOUT,0
1.0,jitter_only,0.0,0.4,45,4,TIMEOUT,0
1.0,jitter_only,0.0,0.4,46,0,PARTNER_DEAD,0
1.0,jitter_only,0.0,0.4,46,1,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,46,2,TIMEOUT,0
1.0,jitter_only,0.0,0.4,46,3,TIMEOUT,0
1.0,jitter_only,0.0,0.4,46,4,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,47,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,47,1,TIMEOUT,0
1.0,jitter_only,0.0,0.4,47,2,RESOURCE_TAKEN,0
1.0,jitter_only,0.0,0.4,47,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,47,4,TIMEOUT,0
1.0,jitter_only,0.0,0.4,48,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,48,1,TIMEOUT,0
1.0,jitter_only,0.0,0.4,48,2,TIMEOUT,0
1.0,jitter_only,0.0,0.4,48,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,48,4,TIMEOUT,0
1.0,jitter_only,0.0,0.4,49,0,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,49,1,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,49,2,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,49,3,PARTNER_RESCUED,1
1.0,jitter_only,0.0,0.4,49,4,PARTNER_DEAD,0
1.0,recipe,0.2,0.4,0,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,0,1,TIMEOUT,0
1.0,recipe,0.2,0.4,0,2,TIMEOUT,0
1.0,recipe,0.2,0.4,0,3,TIMEOUT,0
1.0,recipe,0.2,0.4,0,4,TIMEOUT,0
1.0,recipe,0.2,0.4,1,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,1,1,TIMEOUT,0
1.0,recipe,0.2,0.4,1,2,TIMEOUT,0
1.0,recipe,0.2,0.4,1,3,TIMEOUT,0
1.0,recipe,0.2,0.4,1,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,2,0,TIMEOUT,0
1.0,recipe,0.2,0.4,2,1,TIMEOUT,0
1.0,recipe,0.2,0.4,2,2,RESOURCE_TAKEN,0
1.0,recipe,0.2,0.4,2,3,TIMEOUT,0
1.0,recipe,0.2,0.4,2,4,TIMEOUT,0
1.0,recipe,0.2,0.4,3,0,TIMEOUT,0
1.0,recipe,0.2,0.4,3,1,TIMEOUT,0
1.0,recipe,0.2,0.4,3,2,TIMEOUT,0
1.0,recipe,0.2,0.4,3,3,TIMEOUT,0
1.0,recipe,0.2,0.4,3,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,4,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,4,1,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,4,2,TIMEOUT,0
1.0,recipe,0.2,0.4,4,3,TIMEOUT,0
1.0,recipe,0.2,0.4,4,4,TIMEOUT,0
1.0,recipe,0.2,0.4,5,0,TIMEOUT,0
1.0,recipe,0.2,0.4,5,1,TIMEOUT,0
1.0,recipe,0.2,0.4,5,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,5,3,TIMEOUT,0
1.0,recipe,0.2,0.4,5,4,TIMEOUT,0
1.0,recipe,0.2,0.4,6,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,6,1,TIMEOUT,0
1.0,recipe,0.2,0.4,6,2,TIMEOUT,0
1.0,recipe,0.2,0.4,6,3,TIMEOUT,0
1.0,recipe,0.2,0.4,6,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,7,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,7,1,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,7,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,7,3,TIMEOUT,0
1.0,recipe,0.2,0.4,7,4,TIMEOUT,0
1.0,recipe,0.2,0.4,8,0,TIMEOUT,0
1.0,recipe,0.2,0.4,8,1,TIMEOUT,0
1.0,recipe,0.2,0.4,8,2,TIMEOUT,0
1.0,recipe,0.2,0.4,8,3,TIMEOUT,0
1.0,recipe,0.2,0.4,8,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,9,0,TIMEOUT,0
1.0,recipe,0.2,0.4,9,1,TIMEOUT,0
1.0,recipe,0.2,0.4,9,2,PARTNER_DEAD,0
1.0,recipe,0.2,0.4,9,3,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,9,4,TIMEOUT,0
1.0,recipe,0.2,0.4,10,0,PARTNER_DEAD,0
1.0,recipe,0.2,0.4,10,1,TIMEOUT,0
1.0,recipe,0.2,0.4,10,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,10,3,TIMEOUT,0
1.0,recipe,0.2,0.4,10,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,11,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,11,1,TIMEOUT,0
1.0,recipe,0.2,0.4,11,2,RESOURCE_TAKEN,0
1.0,recipe,0.2,0.4,11,3,TIMEOUT,0
1.0,recipe,0.2,0.4,11,4,TIMEOUT,0
1.0,recipe,0.2,0.4,12,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,12,1,TIMEOUT,0
1.0,recipe,0.2,0.4,12,2,TIMEOUT,0
1.0,recipe,0.2,0.4,12,3,TIMEOUT,0
1.0,recipe,0.2,0.4,12,4,TIMEOUT,0
1.0,recipe,0.2,0.4,13,0,TIMEOUT,0
1.0,recipe,0.2,0.4,13,1,TIMEOUT,0
1.0,recipe,0.2,0.4,13,2,TIMEOUT,0
1.0,recipe,0.2,0.4,13,3,TIMEOUT,0
1.0,recipe,0.2,0.4,13,4,TIMEOUT,0
1.0,recipe,0.2,0.4,14,0,TIMEOUT,0
1.0,recipe,0.2,0.4,14,1,TIMEOUT,0
1.0,recipe,0.2,0.4,14,2,TIMEOUT,0
1.0,recipe,0.2,0.4,14,3,TIMEOUT,0
1.0,recipe,0.2,0.4,14,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,15,0,TIMEOUT,0
1.0,recipe,0.2,0.4,15,1,TIMEOUT,0
1.0,recipe,0.2,0.4,15,2,TIMEOUT,0
1.0,recipe,0.2,0.4,15,3,TIMEOUT,0
1.0,recipe,0.2,0.4,15,4,TIMEOUT,0
1.0,recipe,0.2,0.4,16,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,16,1,TIMEOUT,0
1.0,recipe,0.2,0.4,16,2,TIMEOUT,0
1.0,recipe,0.2,0.4,16,3,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,16,4,TIMEOUT,0
1.0,recipe,0.2,0.4,17,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,17,1,TIMEOUT,0
1.0,recipe,0.2,0.4,17,2,TIMEOUT,0
1.0,recipe,0.2,0.4,17,3,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,17,4,TIMEOUT,0
1.0,recipe,0.2,0.4,18,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,18,1,TIMEOUT,0
1.0,recipe,0.2,0.4,18,2,TIMEOUT,0
1.0,recipe,0.2,0.4,18,3,TIMEOUT,0
1.0,recipe,0.2,0.4,18,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,19,0,TIMEOUT,0
1.0,recipe,0.2,0.4,19,1,TIMEOUT,0
1.0,recipe,0.2,0.4,19,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,19,3,PARTNER_DEAD,0
1.0,recipe,0.2,0.4,19,4,TIMEOUT,0
1.0,recipe,0.2,0.4,20,0,TIMEOUT,0
1.0,recipe,0.2,0.4,20,1,TIMEOUT,0
1.0,recipe,0.2,0.4,20,2,TIMEOUT,0
1.0,recipe,0.2,0.4,20,3,TIMEOUT,0
1.0,recipe,0.2,0.4,20,4,TIMEOUT,0
1.0,recipe,0.2,0.4,21,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,21,1,TIMEOUT,0
1.0,recipe,0.2,0.4,21,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,21,3,TIMEOUT,0
1.0,recipe,0.2,0.4,21,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,22,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,22,1,TIMEOUT,0
1.0,recipe,0.2,0.4,22,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,22,3,PARTNER_DEAD,0
1.0,recipe,0.2,0.4,22,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,23,0,TIMEOUT,0
1.0,recipe,0.2,0.4,23,1,TIMEOUT,0
1.0,recipe,0.2,0.4,23,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,23,3,TIMEOUT,0
1.0,recipe,0.2,0.4,23,4,TIMEOUT,0
1.0,recipe,0.2,0.4,24,0,TIMEOUT,0
1.0,recipe,0.2,0.4,24,1,TIMEOUT,0
1.0,recipe,0.2,0.4,24,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,24,3,TIMEOUT,0
1.0,recipe,0.2,0.4,24,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,25,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,25,1,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,25,2,TIMEOUT,0
1.0,recipe,0.2,0.4,25,3,TIMEOUT,0
1.0,recipe,0.2,0.4,25,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,26,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,26,1,TIMEOUT,0
1.0,recipe,0.2,0.4,26,2,TIMEOUT,0
1.0,recipe,0.2,0.4,26,3,RESOURCE_TAKEN,0
1.0,recipe,0.2,0.4,26,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,27,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,27,1,RESOURCE_TAKEN,0
1.0,recipe,0.2,0.4,27,2,TIMEOUT,0
1.0,recipe,0.2,0.4,27,3,TIMEOUT,0
1.0,recipe,0.2,0.4,27,4,TIMEOUT,0
1.0,recipe,0.2,0.4,28,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,28,1,TIMEOUT,0
1.0,recipe,0.2,0.4,28,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,28,3,TIMEOUT,0
1.0,recipe,0.2,0.4,28,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,29,0,TIMEOUT,0
1.0,recipe,0.2,0.4,29,1,TIMEOUT,0
1.0,recipe,0.2,0.4,29,2,TIMEOUT,0
1.0,recipe,0.2,0.4,29,3,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,29,4,TIMEOUT,0
1.0,recipe,0.2,0.4,30,0,TIMEOUT,0
1.0,recipe,0.2,0.4,30,1,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,30,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,30,3,TIMEOUT,0
1.0,recipe,0.2,0.4,30,4,TIMEOUT,0
1.0,recipe,0.2,0.4,31,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,31,1,TIMEOUT,0
1.0,recipe,0.2,0.4,31,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,31,3,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,31,4,TIMEOUT,0
1.0,recipe,0.2,0.4,32,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,32,1,TIMEOUT,0
1.0,recipe,0.2,0.4,32,2,TIMEOUT,0
1.0,recipe,0.2,0.4,32,3,TIMEOUT,0
1.0,recipe,0.2,0.4,32,4,TIMEOUT,0
1.0,recipe,0.2,0.4,33,0,TIMEOUT,0
1.0,recipe,0.2,0.4,33,1,RESOURCE_TAKEN,0
1.0,recipe,0.2,0.4,33,2,TIMEOUT,0
1.0,recipe,0.2,0.4,33,3,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,33,4,TIMEOUT,0
1.0,recipe,0.2,0.4,34,0,TIMEOUT,0
1.0,recipe,0.2,0.4,34,1,TIMEOUT,0
1.0,recipe,0.2,0.4,34,2,TIMEOUT,0
1.0,recipe,0.2,0.4,34,3,TIMEOUT,0
1.0,recipe,0.2,0.4,34,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,35,0,TIMEOUT,0
1.0,recipe,0.2,0.4,35,1,TIMEOUT,0
1.0,recipe,0.2,0.4,35,2,TIMEOUT,0
1.0,recipe,0.2,0.4,35,3,TIMEOUT,0
1.0,recipe,0.2,0.4,35,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,36,0,TIMEOUT,0
1.0,recipe,0.2,0.4,36,1,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,36,2,TIMEOUT,0
1.0,recipe,0.2,0.4,36,3,TIMEOUT,0
1.0,recipe,0.2,0.4,36,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,37,0,TIMEOUT,0
1.0,recipe,0.2,0.4,37,1,TIMEOUT,0
1.0,recipe,0.2,0.4,37,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,37,3,TIMEOUT,0
1.0,recipe,0.2,0.4,37,4,TIMEOUT,0
1.0,recipe,0.2,0.4,38,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,38,1,TIMEOUT,0
1.0,recipe,0.2,0.4,38,2,TIMEOUT,0
1.0,recipe,0.2,0.4,38,3,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,38,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,39,0,TIMEOUT,0
1.0,recipe,0.2,0.4,39,1,TIMEOUT,0
1.0,recipe,0.2,0.4,39,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,39,3,TIMEOUT,0
1.0,recipe,0.2,0.4,39,4,TIMEOUT,0
1.0,recipe,0.2,0.4,40,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,40,1,TIMEOUT,0
1.0,recipe,0.2,0.4,40,2,TIMEOUT,0
1.0,recipe,0.2,0.4,40,3,RESOURCE_TAKEN,0
1.0,recipe,0.2,0.4,40,4,TIMEOUT,0
1.0,recipe,0.2,0.4,41,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,41,1,TIMEOUT,0
1.0,recipe,0.2,0.4,41,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,41,3,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,41,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,42,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,42,1,TIMEOUT,0
1.0,recipe,0.2,0.4,42,2,RESOURCE_TAKEN,0
1.0,recipe,0.2,0.4,42,3,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,42,4,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,43,0,TIMEOUT,0
1.0,recipe,0.2,0.4,43,1,TIMEOUT,0
1.0,recipe,0.2,0.4,43,2,RESOURCE_TAKEN,0
1.0,recipe,0.2,0.4,43,3,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,43,4,TIMEOUT,0
1.0,recipe,0.2,0.4,44,0,TIMEOUT,0
1.0,recipe,0.2,0.4,44,1,TIMEOUT,0
1.0,recipe,0.2,0.4,44,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,44,3,TIMEOUT,0
1.0,recipe,0.2,0.4,44,4,TIMEOUT,0
1.0,recipe,0.2,0.4,45,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,45,1,TIMEOUT,0
1.0,recipe,0.2,0.4,45,2,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,45,3,TIMEOUT,0
1.0,recipe,0.2,0.4,45,4,TIMEOUT,0
1.0,recipe,0.2,0.4,46,0,TIMEOUT,0
1.0,recipe,0.2,0.4,46,1,TIMEOUT,0
1.0,recipe,0.2,0.4,46,2,TIMEOUT,0
1.0,recipe,0.2,0.4,46,3,TIMEOUT,0
1.0,recipe,0.2,0.4,46,4,TIMEOUT,0
1.0,recipe,0.2,0.4,47,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,47,1,TIMEOUT,0
1.0,recipe,0.2,0.4,47,2,TIMEOUT,0
1.0,recipe,0.2,0.4,47,3,TIMEOUT,0
1.0,recipe,0.2,0.4,47,4,TIMEOUT,0
1.0,recipe,0.2,0.4,48,0,PARTNER_RESCUED,1
1.0,recipe,0.2,0.4,48,1,TIMEOUT,0
1.0,recipe,0.2,0.4,48,2,TIMEOUT,0
1.0,recipe,0.2,0.4,48,3,TIMEOUT,0
1.0,recipe,0.2,0.4,48,4,TIMEOUT,0
1.0,recipe,0.2,0.4,49,0,TIMEOUT,0
1.0,recipe,0.2,0.4,49,1,TIMEOUT,0
1.0,recipe,0.2,0.4,49,2,TIMEOUT,0
1.0,recipe,0.2,0.4,49,3,RESOURCE_TAKEN,0
1.0,recipe,0.2,0.4,49,4,TIMEOUT,0
2.0,baseline,0.0,0.0,0,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,0,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,0,2,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,0,3,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,0,4,TIMEOUT,0
2.0,baseline,0.0,0.0,1,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,1,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,1,2,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,1,3,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,1,4,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,2,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,2,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,2,2,TIMEOUT,0
2.0,baseline,0.0,0.0,2,3,TIMEOUT,0
2.0,baseline,0.0,0.0,2,4,TIMEOUT,0
2.0,baseline,0.0,0.0,3,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,3,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,3,2,TIMEOUT,0
2.0,baseline,0.0,0.0,3,3,PARTNER_DEAD,0
2.0,baseline,0.0,0.0,3,4,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,4,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,4,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,4,2,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,4,3,TIMEOUT,0
2.0,baseline,0.0,0.0,4,4,TIMEOUT,0
2.0,baseline,0.0,0.0,5,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,5,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,5,2,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,5,3,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,5,4,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,6,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,6,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,6,2,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,6,3,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,6,4,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,7,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,7,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,7,2,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,7,3,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,7,4,TIMEOUT,0
2.0,baseline,0.0,0.0,8,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,8,1,TIMEOUT,0
2.0,baseline,0.0,0.0,8,2,TIMEOUT,0
2.0,baseline,0.0,0.0,8,3,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,8,4,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,9,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,9,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,9,2,TIMEOUT,0
2.0,baseline,0.0,0.0,9,3,TIMEOUT,0
2.0,baseline,0.0,0.0,9,4,TIMEOUT,0
2.0,baseline,0.0,0.0,10,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,10,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,10,2,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,10,3,TIMEOUT,0
2.0,baseline,0.0,0.0,10,4,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,11,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,11,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,11,2,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,11,3,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,11,4,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,12,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,12,1,TIMEOUT,0
2.0,baseline,0.0,0.0,12,2,TIMEOUT,0
2.0,baseline,0.0,0.0,12,3,TIMEOUT,0
2.0,baseline,0.0,0.0,12,4,TIMEOUT,0
2.0,baseline,0.0,0.0,13,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,13,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,13,2,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,13,3,TIMEOUT,0
2.0,baseline,0.0,0.0,13,4,TIMEOUT,0
2.0,baseline,0.0,0.0,14,0,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,14,1,PARTNER_RESCUED,1
2.0,baseline,0.0,0.0,14,2,TIMEOUT,0
2.0,baseline,0.0,0.0,14,3,TIMEOUT,0
